Major_Cd,N_Terms,Graduated,Transfer_Cr,Inst_Cr,ACCT220,ACCT230,BLAW280,COMP100,ECON160,ECON161,ENGL205,MATH103,SOM120,MATH150A,MATH150B,MATH140,BUS302,FIN303,MGT360,MKT304,SOM306,BLAW308
230726B,6,N,67.5,19,1:1C,2:1D,1:1B,1:1B,1:1B,1:1C,1:1B,3:1B,1:1C+,0:0NA,0:0NA,0:0NA,0:0NA,1:1CR,0:0NA,0:0NA,0:0NA,2:1C,0:0NA
230726B,4,N,0,102,2:0,1:1C+,2:1C+,3:1C,1:0,1:1C,1:1B,1:1C,0:0NA,0:0NA,0:0NA,1:1C,1:1A-,1:1CR,1:1A,1:1A-,1:1B,2:0,2:0
230726B,4,Y,155.3,46,1:1A,1:0B,1:1C,1:1C,1:1C,1:1A,0:0NA,0:0NA,0:0NA,1:1C,1:1D,1:1C,1:1B+,1:1CR,1:1B+,1:1A-,1:1C,2:0,1:1C+
230726B,8,Y,70,52,1:1A,1:1A,1:1A,1:1A,1:1A,1:1A,1:1A,0:0NA,0:0NA,0:0NA,0:0NA,1:1A,1:1B,1:1CR,2:1A,1:1A-,1:1B,1:1A,1:1A-
230726B,10,N,0,71,2:1B-,1:1B,1:1C,3:0,1:1B,1:1B,1:1B,1:1A,0:0NA,0:0NA,0:0NA,1:1B,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:0F
230726B,3,N,9,23,0:0NA,0:0NA,1:1C+,1:1A-,1:1C,0:0NA,1:1B,2:1D,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230726B,4,N,64.3,3,1:1C,0:0NA,1:1B,1:1A,0:0NA,1:1D,1:1B-,0:0NA,0:0NA,0:0NA,0:0NA,1:1B+,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230726B,4,N,70,30,1:1B,2:1D,1:1A,1:1B,1:1C,1:1C,1:1C-,2:1B,0:0NA,0:0NA,0:0NA,1:1B,1:0,1:0,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230726B,20,N,45,89,1:1C,1:1B,1:1C,1:1A,3:0F,1:1C,0:0NA,2:0F,0:0NA,0:0NA,0:0NA,1:1C,1:1B+,3:1CR,1:1C-,1:1A,2:1C,3:1B-,2:1C
230726B,6,N,0,19,0:0NA,0:0NA,0:0NA,1:1D,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230726B,13,N,70,48,2:0,1:1C,1:1B,1:1B,1:1C,1:1C,1:1B+,2:1B-,0:0NA,0:0NA,0:0NA,1:1C,1:1C,1:1CR,1:0F,1:1C,1:1B-,1:1C+,1:1C-
230726B,5,N,70,66,1:1C+,2:0,1:1A,1:1B,1:1B,1:1C,1:1B,1:1C+,0:0NA,0:0NA,0:0NA,1:1C,2:1B+,1:1CR,1:1C-,1:1C,1:1C,3:1C,1:1C
230726B,4,N,49.3,3,0:0NA,0:0NA,2:0,0:0NA,1:1C,1:1B,1:1C,0:0NA,0:0NA,0:0NA,0:0NA,1:1B+,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230726B,2,Y,60.5,73,1:1B,1:1B,1:1B,1:1B+,1:1C,1:1B-,1:1A-,1:1C,0:0NA,0:0NA,0:0NA,1:1B,1:1B,1:1CR,2:1B+,1:1B+,1:1A-,1:1C+,2:1B+
230726B,4,N,69,52,1:1C,1:1B,1:1A,1:1A,1:1A,1:1B,1:1A,1:1B,0:0NA,0:0NA,0:0NA,1:1C,1:1B,1:1CR,1:1B,1:1C,2:1C,1:1C+,1:1C+
230726B,6,N,66.5,64,1:1B,1:1B,1:1A,1:1C,1:1A,1:1C,1:1C,1:1B,0:0NA,0:0NA,0:0NA,1:1A,1:1C,1:1CR,1:1C-,1:1C,1:1D,1:1C-,2:1C-
230726B,9,N,0,136,1:1C-,2:1D,1:1C,1:1A,2:1C,1:1C,1:1A-,1:1B,0:0NA,0:0NA,0:0NA,1:1B-,1:1B,2:1CR,2:1D+,1:1B+,1:1C,2:0,2:1C
230726B,8,Y,70,69,1:1C,2:0F,1:1B,1:1A,1:1A,1:1A,2:1A-,1:1A,0:0NA,0:0NA,0:0NA,1:1B,2:1B-,3:1CR,1:1D,1:1C+,1:1C-,1:1D,1:1B
230726B,5,N,70,70,1:1C,1:1B,1:1C,1:0B,1:1C-,1:1C,1:1A-,0:0NA,0:0NA,0:0NA,0:0NA,1:1C,1:1A-,1:1CR,2:1C-,1:1C+,1:1C-,2:1C,1:1C-
230726B,17,Y,6,120,2:1C,3:1D,1:1A,1:1B+,1:1D+,1:1C-,0:0NA,1:1B,0:0NA,0:0NA,0:0NA,1:1C,1:1B+,1:1CR,1:1B,1:1C+,1:1D,1:1C,1:1B+
230726B,7,N,70,24,0:0NA,0:0NA,1:1B+,1:0,1:1C,1:1C,1:1B+,1:1D,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230726B,6,N,0,20,0:0NA,0:0NA,0:0NA,2:0,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230726B,9,Y,60,66,1:1C,1:1B,1:1B,1:1B,1:1C,1:1B,1:1C,1:1C,0:0NA,0:0NA,0:0NA,1:1C,1:1C,4:1CR,1:1C,1:1B+,2:1C+,1:1C,1:1C-
230726B,11,N,0,63,0:0NA,0:0NA,1:1A-,1:1B,1:1C,1:1C-,1:1A,1:0C-,1:1C,0:0NA,0:0NA,1:0,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230726B,14,N,55,83,1:1D,1:1C,1:1A,1:1A,1:1B,3:1B-,1:1B,0:0NA,0:0NA,1:1B,1:1C,2:1A-,1:1B,1:1CR,1:1C,1:1B-,1:1C-,1:1C,2:0
230726B,1,N,70,43,1:1B,1:1A,1:1B,1:1B,1:1C,1:1A,1:1B,1:1C,0:0NA,0:0NA,0:0NA,1:1B,1:1B,1:1CR,2:1C-,2:1C,1:1C,1:1C-,2:1B
230726B,6,N,93.5,64,1:1B,2:1C,1:1A,1:1C,1:1C,1:1C,2:0,1:1A,1:1B-,0:0NA,0:0NA,1:1D,1:1B+,1:1CR,1:1B-,1:1D,1:1B+,1:1C,1:1B-
230726B,4,N,8,79,1:1B,1:1C,1:1B,1:1C,1:1B,1:1C,2:1C,1:1B-,0:0NA,0:0NA,0:0NA,1:1B,1:1B-,1:1CR,0:0NA,1:1C,1:1B-,1:1C-,1:1B-
230726B,8,Y,5,142,1:1A,1:1B-,1:1B,1:1B,1:1C+,1:1B,0:0NA,1:1A-,0:0NA,0:0NA,0:0NA,1:1C+,2:1B-,2:1CR,1:1B+,2:1B,1:1B,1:1B+,2:1C-
230726B,8,N,4,58,1:1B+,0:0NA,0:0NA,2:0,1:1A,0:0NA,0:0NA,1:1B+,0:0NA,0:0NA,0:0NA,1:1A,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230726B,5,N,68.5,60,1:1,1:1A,1:1A,1:1B,1:1A,1:1B,1:1A,1:1B,0:0NA,0:0NA,0:0NA,1:1C,1:1B,1:1CR,1:1C,1:1B-,1:1C+,1:1B-,1:1A-
230726B,6,Y,70,55,1:1A,1:1A,1:1A,1:1A,1:1C,1:1C,1:1A,0:0NA,0:0NA,0:0NA,0:0NA,1:1B,1:1A-,1:1CR,1:1B-,1:1A-,1:1B,1:1C,1:1C
230726B,9,N,70,64,1:1C,1:1C,1:1B,1:1B,1:1C,1:1C,1:1A,0:0NA,0:0NA,0:0NA,0:0NA,1:1B,1:1B-,2:1CR,1:1D+,1:1C,1:1B+,2:1D,1:1C
230726B,8,N,0,51,1:0F,0:0NA,1:1C,1:1B-,2:0F,1:0,1:1B+,1:1B-,0:0NA,0:0NA,0:0NA,1:1C-,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230726B,12,N,67,68,2:1C,2:1C+,1:1B,1:1A,1:1C,1:1C,0:0NA,1:1B-,0:0NA,0:0NA,0:0NA,1:1B,1:1C+,2:1CR,0:0NA,1:1C,1:1C-,2:1C,1:1C
230726B,7,N,13,117,1:1C+,1:1B,1:1B,1:1A-,1:1A,2:0,1:1B-,1:0,1:1C,0:0NA,0:0NA,0:0NA,1:1B+,1:1CR,1:1B,1:1A,1:1A,1:1B-,1:1A-
230726B,5,N,70,12,1:1B,1:1A,1:1B,1:1A,1:1B,1:1B,1:1B,0:0NA,0:0NA,0:0NA,0:0NA,1:1B,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:0WU,0:0NA
230726B,4,Y,70,70,1:1A-,1:1A,1:1A,1:1A,1:1A,1:1B,1:1A-,0:0NA,0:0NA,1:1C,1:1C,1:1B,1:1B-,1:1CR,1:1B,1:1A,1:1A-,1:1A-,1:1A
230726B,3,N,70,6,1:1C,1:1B,1:1A,1:1C,1:1B,1:1C,1:1A,0:0NA,0:0NA,0:0NA,0:0NA,1:1A,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230726B,6,N,6,16,0:0NA,0:0NA,0:0NA,1:0WU,0:0NA,0:0NA,1:1C,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230726B,4,N,70,13,1:1B,1:1B,1:1B,1:1B,1:1A,1:1B,1:1B,0:0NA,0:0NA,0:0NA,0:0NA,1:1B,1:1A-,1:1CR,0:0NA,1:1C,1:1C,1:1D,0:0NA
230726B,1,N,129.9,13,1:1B-,1:0,1:1B,1:0,1:1A,1:1C,1:1B,0:0NA,1:0,0:0NA,0:0NA,1:0,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230726B,7,N,23,118,1:1B,1:1B,1:1B,1:1A,1:1B+,1:1B,1:1B+,0:0NA,0:0NA,0:0NA,0:0NA,1:1A,1:1B,1:1CR,1:1C,1:1B-,1:1B-,1:1D+,1:1B-
230726B,7,N,70,31,1:1B,1:1B,1:1B,1:1B+,1:1B,1:1C,0:0NA,1:1A,0:0NA,0:0NA,0:0NA,1:1C,2:1C+,1:1CR,1:0F,1:0WU,2:1C+,1:1B,1:1C
230726B,8,N,4,63,0:0NA,0:0NA,0:0NA,1:1B,1:0F,0:0NA,1:1D,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230726B,10,N,0,47,0:0NA,0:0NA,1:1C,1:0F,3:0,0:0NA,1:1B-,1:1D,0:0NA,0:0NA,0:0NA,1:0F,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230726B,4,Y,70,58,1:1B,1:1A,1:1C,1:1A,1:1B,1:1C,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1B,3:0,1:1CR,1:1C-,1:1B+,1:1C,3:1C,1:1C+
230726B,3,N,6,127,3:0,2:1B-,1:1C,1:1C+,2:1C,1:1C,1:1B-,1:1C,0:0NA,0:0NA,0:0NA,1:1C,1:1B,1:1CR,2:1C+,1:1B,1:1C,2:1B-,1:1C
230726B,6,N,0,16,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1D+,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230726B,5,N,0,35,0:0NA,0:0NA,1:0,1:1C+,2:0F,1:0,1:1B-,2:0F,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230726B,18,Y,30.6,108,2:1C-,1:1C,3:1C+,2:1B,1:1B,1:1A,0:0NA,1:1B-,0:0NA,0:0NA,0:0NA,1:1C+,1:1A,1:1CR,1:1B-,1:1B-,1:1C+,1:1D+,1:1B+
230726B,15,N,3,140,2:1C-,1:1B,1:1C+,1:1B+,1:1C-,1:1C,1:1B+,1:1C,0:0NA,0:0NA,0:0NA,1:1B,1:1C+,2:1CR,1:1C,1:1A-,1:1B-,3:0,1:1B-
230726B,7,N,70,65,1:1C,1:1A,1:1B,1:1A,1:1A,1:1A,1:1A,1:1B,0:0NA,0:0NA,0:0NA,1:1C,1:1C-,1:1CR,2:1A,1:1B,1:1C,1:1D,1:1C-
230726B,6,N,0,48,1:1B,2:0,1:1B,0:0NA,1:1C,1:1B,1:1A,1:1A,1:1A,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:0,0:0NA
230726B,5,N,0,36,2:0,0:0NA,2:0,1:1C+,1:0F,0:0NA,1:1B-,3:1B,1:0,0:0NA,0:0NA,2:0,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230726B,5,N,0,23,0:0NA,0:0NA,0:0NA,1:1B-,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230726B,7,N,3,44,1:1A,1:0,1:0,1:1A,1:1A-,1:1B+,1:1A-,1:1B,1:1B,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230726B,2,N,20,10,0:0NA,0:0NA,0:0NA,1:0,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230726B,5,N,12,48,1:1B,1:1A,1:1C,1:1A,1:1A,1:1C,1:1A-,1:1A-,0:0NA,0:0NA,0:0NA,1:1A-,2:0,1:0,0:0NA,0:0NA,0:0NA,1:0,0:0NA
230726B,4,N,12,43,1:1C,1:0,1:0,1:1A,1:1B,1:0,1:1A,1:1B,1:1B-,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230726B,5,N,0,34,0:0NA,0:0NA,1:0,1:1B,2:1C,0:0NA,0:0NA,1:1C,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230726B,6,N,65,18,1:1,1:1C,1:1C,1:1B,1:1B,1:1B,1:1C,2:0W,0:0NA,0:0NA,0:0NA,1:1C,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:0W,1:1C-
230726B,2,N,0,13,0:0NA,0:0NA,0:0NA,1:0,0:0NA,0:0NA,1:0,1:0,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230726B,6,N,0,36,0:0NA,0:0NA,0:0NA,1:1B+,1:1D,1:1D,1:1B-,1:0F,0:0NA,0:0NA,0:0NA,1:0F,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230726B,5,N,0,24,0:0NA,0:0NA,0:0NA,1:1C,0:0NA,0:0NA,1:1B,1:0F,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230726B,3,N,70,37,1:1A,1:1B,1:1B,1:0A,1:1C,1:1B,1:1B,1:1B,0:0NA,0:0NA,0:0NA,1:1B,1:1B+,1:1CR,1:1C,1:1C+,1:1C,1:1B-,1:1B
230726B,5,N,70,6,0:0NA,0:0NA,1:1C,0:0NA,1:1D,0:0NA,1:1B,1:0,0:0NA,0:0NA,0:0NA,1:1A,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:0,0:0NA
230726B,7,N,0,41,0:0NA,0:0NA,1:0F,2:1B,0:0NA,0:0NA,1:1C,2:0F,0:0NA,0:0NA,0:0NA,1:0,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230726B,3,N,70,12,1:1B,1:1A,1:1B,1:1A,1:1A,1:1A,1:1C,1:1A,0:0NA,0:0NA,0:0NA,1:1A,1:1C+,3:0,2:0,1:1C,1:0F,1:1A-,0:0NA
230726B,2,N,83,12,1:1B,1:1A,2:0,1:1A,1:1B,1:1A,1:1C,1:1B,0:0NA,0:0NA,0:0NA,1:1C,0:0NA,1:0,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230726B,3,N,70.5,12,1:1C,1:1A,2:0,1:1A,1:1C,1:1A,1:1C,1:1A,0:0NA,0:0NA,0:0NA,1:1B,1:0,1:0,1:0,0:0NA,0:0NA,0:0NA,1:0
230726B,10,N,49,73,3:0,1:1D,1:1C,1:1B,1:1C,1:1D,1:1B,4:1C,0:0NA,0:0NA,0:0NA,1:0F,1:1C,3:0,1:0,1:1C+,1:1C,1:1B-,1:1C+
230726B,2,N,0,40,1:0,0:0NA,1:1C,1:1A,1:1C,1:0,1:1A-,1:1A,0:0NA,0:0NA,0:0NA,1:1C+,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230726B,9,N,60,44,1:1C,1:1C,1:1B+,2:0,1:1C,1:1C,1:1C,1:1B,0:0NA,0:0NA,0:0NA,1:1C,1:1C+,2:1CR,1:1D-,2:0,1:1C,2:0,2:1C
230726B,2,N,0,10,0:0NA,0:0NA,0:0NA,1:1B,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230726B,2,N,54,0,0:0NA,0:0NA,0:0NA,1:1B,1:1C,0:0NA,0:0NA,2:0,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230726B,2,N,66,16,1:1C,0:0NA,2:0,1:0,1:1D,1:1A,1:1A,1:0,0:0NA,0:0NA,0:0NA,1:1B,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230726B,2,N,34,90,1:1C,1:1A,1:1C,1:1A,2:0F,1:1B,1:1B-,2:0F,0:0NA,0:0NA,0:0NA,1:1C-,1:1B,1:1CR,1:1D+,1:1C-,1:1C,1:1C+,1:1B+
230726B,6,N,45.5,70,1:1B+,1:1B+,1:1C,1:1A,1:1C,1:1A,0:0NA,1:0C,0:0NA,0:0NA,0:0NA,0:0NA,2:1A-,1:1CR,1:1B-,2:1C,1:1B,1:1B-,2:1C+
230726B,2,N,112.6,0,1:1A,0:0NA,1:1A,1:0,1:1C,1:1C,1:1C,1:0,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230726B,3,N,60.5,37,2:1C-,1:1C,1:1B,1:1C,2:1C,1:1C,1:1A-,1:1C,0:0NA,0:0NA,0:0NA,1:1B,1:0,1:0,0:0NA,1:0,1:0,1:1C,1:0
230726B,3,N,0,53,2:0,0:0NA,1:1B+,1:1C,3:0,0:0NA,1:1B+,2:1B-,0:0NA,0:0NA,0:0NA,1:1C,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230726B,4,N,9,36,0:0NA,0:0NA,1:0,1:0,1:0,0:0NA,1:0,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230726B,6,N,3,41,1:1B,2:0,2:0,1:1A,1:1B,1:1B,1:1A-,1:1B,1:1B-,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230726B,2,N,0,32,0:0NA,0:0NA,0:0NA,0:0NA,1:0,0:0NA,1:0,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230726B,5,N,0,29,0:0NA,0:0NA,0:0NA,1:1C+,1:0F,0:0NA,1:1B-,1:0F,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230726B,2,N,12,9,0:0NA,0:0NA,1:0,0:0NA,0:0NA,0:0NA,1:0,1:0,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230726B,3,N,83,3,1:1C,1:1C,1:1A,2:0,1:1B,1:1C,1:0,1:0,0:0NA,0:0NA,0:0NA,3:0,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230726B,5,N,114,28,1:1C+,1:1A,1:1B,1:1A,1:1B,1:1B,1:1A,0:0NA,0:0NA,1:1C,0:0NA,1:1C,1:1A,1:1CR,1:0,1:1B+,1:1B-,1:0,1:1B+
230726B,4,N,83,37,1:1A,1:1A,1:1A,1:1A,1:1B-,1:1B+,1:1A,1:1B,1:1C,0:0NA,0:0NA,0:0NA,1:1A-,1:1CR,1:1A,1:1A,1:1A,1:1A,1:1A
230726B,7,N,29,54,4:0,1:0B+,2:0,1:1B,1:0C,1:0C,1:1A-,1:0C,0:0NA,0:0NA,0:0NA,0:0NA,1:1B,1:1CR,0:0NA,1:0,1:0,1:0,0:0NA
230726B,4,N,0,28,1:0,0:0NA,2:1C-,2:0,1:0,0:0NA,3:0,3:0,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230726B,4,N,6,38,1:1A,2:0,1:1A,5:0,1:1A,1:0,2:0,2:0,0:0NA,0:0NA,0:0NA,1:1A,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:0,0:0NA
230726B,5,N,0,24,0:0NA,0:0NA,1:0,2:1C,1:0F,0:0NA,0:0NA,4:1C+,0:0NA,0:0NA,0:0NA,2:0WU,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230726B,5,N,32,46,1:1A-,1:1B,1:1A,1:1A,0:0NA,1:1A,1:1A,0:0NA,0:0NA,0:0NA,0:0NA,1:1A-,1:0,1:0,0:0NA,0:0NA,1:0,0:0NA,1:0
230726B,6,N,0,45,0:0NA,0:0NA,1:0,1:1D,1:0,0:0NA,1:1B,2:0,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230726B,2,N,12,12,0:0NA,0:0NA,0:0NA,1:1B-,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230726B,7,N,3,46,1:0,0:0NA,1:0,1:1B+,1:1A,1:1C,2:1A-,1:1C,0:0NA,0:0NA,0:0NA,1:1A,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230726B,2,N,70,26,1:1B,1:1B,1:1A,1:1A,1:1B-,1:1A,1:1A,2:1B,0:0NA,1:0,0:0NA,1:1B,1:1B-,1:1CR,1:1B,1:1A-,1:1B,0:0NA,1:0
230726B,4,N,0,35,0:0NA,0:0NA,0:0NA,1:1D,0:0NA,0:0NA,0:0NA,1:1D,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230726B,6,N,0,36,2:0,0:0NA,0:0NA,1:1A,1:0,0:0NA,1:1A-,2:1C,0:0NA,0:0NA,0:0NA,1:0,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230726B,4,N,0,20,0:0NA,0:0NA,0:0NA,1:1C,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230726B,6,N,0,37,1:0,0:0NA,4:0,1:1A,1:1A,1:1B,1:1B,1:1C,0:0NA,0:0NA,0:0NA,1:0,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230726B,3,N,70,13,1:1B,1:1A,1:1B,1:1A,1:1B,1:1B,1:1A,1:1A,0:0NA,0:0NA,0:0NA,1:1C,4:0,1:0,1:0,0:0NA,0:0NA,2:0,2:0
230726B,2,N,70,3,1:1A,0:0NA,1:1B,1:0F,1:1B,1:1A,1:1B,1:0F,0:0NA,0:0NA,0:0NA,1:1B,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230726B,2,N,0,13,0:0NA,0:0NA,0:0NA,1:1A,0:0NA,0:0NA,1:0,1:1B,1:0,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230726B,3,N,70,10,1:1B,1:1B,1:1C,1:1B,1:1A,1:1C,1:1C,1:1B,0:0NA,0:0NA,0:0NA,1:1B,1:1B,1:1CR,1:0,1:0,0:0NA,1:0,1:1C
230726B,2,N,83,16,0:0NA,0:0NA,1:0A-,1:0A-,1:1A,0:0NA,2:0,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:0,0:0NA
230726B,3,N,9,14,0:0NA,0:0NA,0:0NA,1:1A,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:0,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230726B,2,N,0,12,0:0NA,0:0NA,0:0NA,1:1A,0:0NA,0:0NA,1:0,1:1A,0:0NA,0:0NA,0:0NA,1:0,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230726B,2,N,0,13,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230726B,2,N,0,13,0:0NA,0:0NA,0:0NA,1:0,1:0,0:0NA,3:0,1:1B,1:0,0:0NA,0:0NA,1:0,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230726B,2,N,70,16,1:1B,1:1B,1:1B,1:1B,1:1B,1:1C,1:1A,1:1C,0:0NA,0:0NA,0:0NA,1:1A,1:1A-,1:1CR,3:0,1:1B+,1:0,2:0,1:1A-
230726B,3,N,70,14,1:1C,1:1A,1:1A,1:1A,1:1B,1:1B,1:1A,2:1A,0:0NA,0:0NA,0:0NA,1:1B,1:0,1:1CR,0:0NA,0:0NA,1:0,0:0NA,1:0
230726B,3,N,61,16,1:1B,1:0,1:1B,1:1A,1:1A,1:1A,1:1B,0:0NA,1:1C,1:1C,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:0,0:0NA
230726B,2,N,0,13,0:0NA,0:0NA,0:0NA,1:1A,0:0NA,0:0NA,0:0NA,1:1A,2:0,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230726B,3,N,69,13,1:1,1:1,1:1A,1:1B,1:1B,1:1C,1:1A,2:0,0:0NA,0:0NA,0:0NA,1:1A,3:0,2:0,0:0NA,1:0,2:0,0:0NA,4:0
230726B,2,N,70,7,1:1B,1:0,1:1B,1:1B,1:0,1:1B,1:1B,0:0NA,0:0NA,1:1C,1:1C,1:1C,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
