Major_Cd,N_Terms,Graduated,Transfer_Cr,Inst_Cr,ACCT220,ACCT230,BLAW280,COMP100,ECON160,ECON161,ENGL205,MATH103,SOM120,MATH150A,MATH150B,MATH140,BUS302,FIN303,MGT360,MKT304,SOM306,ECON308,MGT370,MKT380,BLAW308
230741B,3,N,70,15,1:1C,1:1B,1:1A,1:1B,1:1A,1:1A,1:1A,1:1B,1:1A,0:0NA,0:0NA,0:0NA,1:0,1:0,1:0,1:0,0:0NA,0:0NA,1:0,0:0NA,0:0NA,0:0NA
230741B,3,N,74,34,1:1A,1:1A,1:1A,1:1C,2:1C,1:1B,1:1C,1:1C,0:0NA,0:0NA,0:0NA,1:1C,2:1C+,4:0,1:0,2:0,1:1A-,1:1D+,1:1C,0:0NA,0:0NA,1:0
230741B,2,N,93,3,0:0NA,0:0NA,1:0,1:1B,1:0,0:0NA,1:0,2:0,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230741B,4,N,49.5,0,0:0NA,0:0NA,1:1C,0:0NA,1:0WU,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1A,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230741B,6,N,70,38,1:1A,1:1A,1:1B,1:1A,1:1A,1:1C,1:1A,1:1A,0:0NA,0:0NA,0:0NA,1:1A,1:1B,1:1CR,1:1A-,1:1A,1:1A-,1:1A-,1:1B+,1:0,0:0NA,1:0
230741B,12,N,0,104,2:1D,1:1D+,2:0,1:1B,1:1D,1:1D,1:1B,1:1C+,0:0NA,0:0NA,0:0NA,1:1C,1:1C+,1:1CR,3:0,1:1B-,1:1C,1:1D+,1:1D,1:1C,0:0NA,1:1D-
230741B,14,Y,70,61,1:1C,1:1C,1:1A,1:1C,1:1B,1:1C,1:1C,1:1C,0:0NA,0:0NA,0:0NA,1:1C,2:1C,2:1CR,1:1D+,1:1C+,1:1D,4:1D,2:1C,3:1C-,0:0NA,2:1C-
230741B,7,N,68,49,1:1B,1:1A,1:1A,1:1A,1:1A,1:1C,1:1A-,1:1C,0:0NA,0:0NA,0:0NA,1:1C,1:1B,1:1CR,1:1B,1:1A-,1:1C+,1:1B-,2:1B,1:1B,0:0NA,1:1C+
230741B,6,N,6,114,1:1B+,2:1C,1:1A-,1:1A,3:1B,1:1B,0:0NA,1:1A,0:0NA,0:0NA,0:0NA,1:1A,1:1B,2:1CR,2:1D,1:1B+,1:1B,1:1C-,1:1C+,1:1B,0:0NA,2:1C-
230741B,4,N,0,94,1:1C,1:1B+,1:1C+,1:1A-,1:1C,2:1B-,1:1B-,1:1B,1:1C+,0:0NA,0:0NA,2:0,1:0,1:0,1:0,1:0,0:0NA,0:0NA,1:0,0:0NA,0:0NA,0:0NA
230741B,9,N,6,64,1:1A-,1:1C,1:1C-,1:1B,1:1C,1:1D,1:1A-,2:1C,0:0NA,0:0NA,0:0NA,0:0NA,3:0,2:0,2:0,1:0,4:0,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230741B,14,N,0,96,2:1A-,3:0,3:1C,1:1B,1:1B,1:1C-,1:1B-,1:1C,0:0NA,0:0NA,0:0NA,3:1D,1:1C,1:1CR,3:0F,3:0D,1:1C,2:1D-,1:0F,2:0,0:0NA,1:1D-
230741B,4,N,70,19,1:1A,1:1A,1:1B,1:1A,1:1A,1:1A,1:1A,1:1A,0:0NA,0:0NA,0:0NA,1:1C,2:1A,1:1CR,2:0,1:1A,1:0,3:0,1:0,0:0NA,0:0NA,3:0
230741B,7,N,11,104,1:1B,2:1B-,1:1C,1:1A,2:1C-,2:0,1:1B+,1:1C+,0:0NA,0:0NA,0:0NA,1:1B+,1:1A,2:1CR,1:1C-,1:1B,1:1B,1:1C-,1:1C,1:1B,0:0NA,1:1B-
230741B,5,N,57,34,1:1B,1:1C-,1:1D,1:1A-,1:1D+,1:1C,1:1C,2:1B,1:1D+,0:0NA,0:0NA,1:0,1:0,1:0,1:0,1:0,1:0,0:0NA,1:1D+,0:0NA,0:0NA,0:0NA
230741B,18,N,12,116,3:1D+,1:1C,1:1C-,1:1A,3:1B,1:1C,1:1B-,1:1B-,0:0NA,0:0NA,0:0NA,2:1C,1:1B,1:1CR,1:1C,2:1C+,1:1D+,1:1D+,1:1D,1:1C,0:0NA,4:1D-
230741B,11,N,61,44,2:1B,2:1C,1:1B,1:1A,1:1C,1:1B,1:1A,1:1C+,0:0NA,0:0NA,0:0NA,1:1C,2:0,3:1CR,1:1D-,1:1C,1:1D+,1:1D,1:0,1:1B,0:0NA,1:1D
230741B,6,N,14,101,1:1B-,1:1B,1:1C,1:1A,1:1B,1:1B,1:1A-,1:1A-,1:1B,0:0NA,0:0NA,0:0NA,0:0NA,1:1CR,0:0NA,0:0NA,1:1A-,1:0,1:0,1:0,0:0NA,1:0
230741B,12,N,0,102,1:1B-,1:1B,1:1C,1:1A-,1:1C+,2:1B,1:1B+,1:1C+,0:0NA,0:0NA,0:0NA,1:1B,1:1B,1:1CR,2:0,1:1C+,1:1C,1:1C,1:1B-,2:1A-,0:0NA,1:1C+
230741B,9,N,3,82,1:1D+,2:1D,1:1C-,1:1D,1:1C-,2:1D,1:1B-,0:0NA,0:0NA,0:0NA,0:0NA,2:1D,1:0,1:0,1:0,1:0,1:0,2:0,1:0F,0:0NA,0:0NA,0:0NA
230741B,2,N,12,65,1:1C,3:0,1:1C,2:0,1:1C,1:1B,1:1B,0:0NA,0:0NA,2:0,0:0NA,1:1C+,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230741B,6,N,0,99,1:1B,1:1B,1:1B,1:1A,1:1A-,1:1C,1:1A-,1:1B,1:1C,0:0NA,0:0NA,0:0NA,1:1B+,1:1CR,2:0,1:1B,1:1C,1:0,1:0,1:0,0:0NA,1:1C
230741B,5,N,0,85,2:0,1:0,1:1D,2:0,1:1A,1:0,1:1B-,2:0,0:0NA,0:0NA,0:0NA,1:1C,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:0,0:0NA,0:0NA,0:0NA,0:0NA
230741B,4,N,22,91,2:0,1:1C,1:1B-,1:1A,1:1B,1:1B,0:0NA,2:1B-,0:0NA,0:0NA,0:0NA,0:0NA,2:0,2:0,4:1B,3:0,2:0,1:1C+,3:0,2:0,0:0NA,4:0
230741B,13,N,12,110,2:1B,1:1B+,1:1C+,1:1B,1:1C,1:1C,1:1B,1:1B,1:1B,0:0NA,0:0NA,0:0NA,1:1B+,1:1CR,1:1B,1:1C,1:1B-,1:1C,1:1C+,1:1C+,0:0NA,1:1C-
230741B,5,N,0,55,0:0NA,0:0NA,1:0,1:0WU,1:1D,0:0NA,1:1D+,1:0F,0:0NA,0:0NA,0:0NA,1:1C,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230741B,3,N,60,0,0:0NA,0:0NA,1:0WU,1:0,1:1C,1:1C,1:1B,1:0,0:0NA,0:0NA,0:0NA,1:1C,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230741B,10,N,70,37,1:1B,1:1A,1:1B,1:1A,1:1C,1:1B,1:1A,0:0NA,0:0NA,0:0NA,0:0NA,1:1C,1:1C+,2:1CR,2:1D+,1:1A-,1:1D+,1:1B,1:1D,3:0,0:0NA,1:1C
230741B,8,N,70,14,1:1B,1:1C,1:1C+,1:1A,2:0,0:0NA,0:0NA,1:1C-,0:0NA,0:0NA,0:0NA,1:1C,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230741B,10,N,0,76,1:1D,2:0,1:1C-,1:1A,1:1D,1:1D,1:1B+,1:1C,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:0,0:0NA,0:0NA,0:0NA
230741B,10,N,6,89,2:0,1:1A-,1:1B-,1:1A,1:1B-,1:1B,1:1B+,1:1A,1:1B+,0:0NA,0:0NA,1:0,1:1B,1:1CR,1:1A-,1:1A,1:1A-,1:1C+,0:0NA,1:1B+,0:0NA,1:0
230741B,11,N,0,102,1:1D+,1:1C,2:1B,1:1B-,1:1B,1:1C,1:1A-,1:1C+,0:0NA,0:0NA,0:0NA,1:1B+,2:1A-,2:0,1:0,2:0,1:1C,2:0,2:0,0:0NA,0:0NA,1:1B-
230741B,10,N,0,89,1:1C,1:1B,1:1C+,1:1A,1:1C,1:1C,1:1A-,1:1C,0:0NA,0:0NA,0:0NA,1:1C,2:1B+,1:1CR,1:1B,2:1B+,1:1B,1:1B,1:1B,1:0,0:0NA,4:0
230741B,2,N,10,89,1:1,1:1,1:1C+,1:1A-,0:0NA,1:1D,1:1A-,1:1C+,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:0,0:0NA,0:0NA,0:0NA,1:1C-,1:1C,0:0NA,0:0NA,0:0NA
230741B,10,N,54,62,1:1B-,1:1C-,1:1C,1:1B,1:1C,1:1D,1:1B,2:1B,0:0NA,0:0NA,0:0NA,1:1C,1:1C+,2:0,1:0F,1:1C,1:1C,1:1D-,1:1B+,1:0,0:0NA,1:0
230741B,8,N,64,61,1:1B-,2:0F,1:1C,1:1C,1:1C,1:1D,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1C,1:1B,2:1CR,1:1D,1:1A,1:1B-,1:1C,1:1D,1:0,0:0NA,1:0
230741B,2,N,70,16,1:1A,1:1A,1:1A,1:1A,1:1C,1:1B,0:0NA,1:1C,0:0NA,0:0NA,0:0NA,1:1B,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,2:0,0:0NA,0:0NA,0:0NA
230741B,9,N,70,47,3:0F,1:1A,1:1B-,1:1B,1:1B,1:1C,1:1A,2:1C,0:0NA,0:0NA,0:0NA,1:1A,1:1B,1:1CR,1:1D,2:0D,1:1B-,1:1D,1:1C,0:0NA,0:0NA,1:1C
230741B,9,N,10,79,3:0,1:1,1:1D+,1:1A,2:1D,1:1D-,1:1B,2:1C,2:0,0:0NA,0:0NA,3:0,1:0,1:0,1:0,1:0,1:0,1:0,0:0NA,0:0NA,0:0NA,0:0NA
230741B,5,N,0,101,1:1B,2:1D,1:1C,1:1C,1:1C,1:1C,1:1A,1:1B,0:0NA,0:0NA,0:0NA,1:1C-,2:1B,2:1CR,1:0,2:1B-,1:1C,2:1C+,1:1B-,1:0,0:0NA,1:1C
230741B,8,N,69,62,1:1B,1:1B,1:1B,1:0C,1:1B,1:1B,1:1C,1:1A,1:1C-,0:0NA,0:0NA,0:0NA,1:1C+,1:1CR,1:1A,1:1C,1:1D,1:1B-,1:1B,1:1B+,0:0NA,1:1D
230741B,10,N,0,68,0:0NA,0:0NA,1:1C,1:1A,1:1A,1:1C,1:1C+,1:1B-,1:1B,0:0NA,0:0NA,1:0F,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230741B,8,N,6,73,0:0NA,0:0NA,1:1D+,1:1A-,3:1C,2:0,1:1A-,2:1D+,0:0NA,0:0NA,0:0NA,2:1B,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230741B,6,N,60,44,1:1,2:1B,1:1C,1:1B-,1:1B,1:1C,1:1B+,1:1C+,0:0NA,0:0NA,0:0NA,1:1C,1:1C,1:1CR,1:0,1:1C+,1:1B,1:1C,1:1C-,1:0,0:0NA,1:1C
230741B,4,N,0,109,1:1A-,2:0,1:1B,1:1A,1:1B,1:1B,0:0NA,1:1C,3:1C,0:0NA,0:0NA,0:0NA,1:1A,1:1CR,4:0W,1:1B+,1:1B,1:1B-,0:0NA,3:0,0:0NA,3:1C+
230741B,11,N,64,47,1:1C,1:1C,1:1C,1:1B,1:1C+,2:1C,1:1B+,3:0C+,0:0NA,0:0NA,0:0NA,1:1C,2:1A-,2:1CR,2:0,1:1C+,2:0,1:1C,2:0,1:1A-,0:0NA,1:1B-
230741B,4,N,3,46,1:0,0:0NA,1:1C,0:0NA,1:1D-,1:1C,0:0NA,1:1C,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230741B,14,N,0,103,1:1D,1:1D+,1:1D,1:1C,1:1C,1:1D,1:1B+,1:1C+,2:1B,0:0NA,0:0NA,0:0NA,1:0,1:0,1:0,1:0,0:0NA,1:0,1:1D,0:0NA,0:0NA,0:0NA
230741B,6,N,3,83,1:1C,1:1D,1:1C,1:1C,1:1B,1:1A,1:1C+,2:1C+,1:1C,0:0NA,0:0NA,0:0NA,1:1C,1:1CR,2:0,1:1C,1:0,1:1D+,1:0,1:0,0:0NA,1:0
230741B,10,N,70,27,1:1C,1:1C,1:1B,1:0B,1:1C,1:1C,1:1B,2:1C,0:0NA,0:0NA,0:0NA,1:1C,2:1A,2:1CR,0:0NA,1:1C+,1:1D-,2:0F,3:0WU,0:0NA,0:0NA,2:0F
230741B,7,N,70,37,1:1B,1:1B,1:1A,1:1A,1:1B,1:1B,1:1A,0:0NA,0:0NA,1:1C,0:0NA,1:1A,1:1B+,1:1CR,2:1C+,2:1B,1:1C,1:1A,1:1C+,1:1A-,0:0NA,2:1C
230741B,8,N,27,102,1:1A,0:0NA,1:1B,1:1A,1:1A,1:1A,1:1A,0:0NA,0:0NA,0:0NA,0:0NA,1:1B,1:1B,3:1CR,1:1C,1:1B,1:1D-,1:1C,1:1D-,1:1C,0:0NA,1:1C-
230741B,10,N,70,47,1:1C,1:1C,1:1B,1:1B,1:1C,1:1C,1:1B,1:1C,0:0NA,0:0NA,0:0NA,1:1B,1:1B-,2:1CR,2:0F,1:1C,1:1B,2:1C+,1:0,2:0,0:0NA,1:1C
230741B,6,N,0,95,1:1D,2:0F,2:1D-,2:1A,1:1D,2:0F,1:1C,2:1B,0:0NA,0:0NA,0:0NA,1:1B,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,2:1C,0:0NA,0:0NA,0:0NA,0:0NA
230741B,13,N,58,48,1:1C,1:1D,1:1B,1:1C,1:1B,1:1B,1:1A,0:0NA,0:0NA,0:0NA,0:0NA,1:1A,1:1A,1:1CR,1:1C+,1:1C,1:1C,1:1C-,1:1C-,1:1B+,0:0NA,1:1C+
230741B,14,N,15,105,2:1D-,1:1D+,1:1A,1:1A,1:1D,1:1C,1:1A-,1:1A,0:0NA,0:0NA,0:0NA,1:1D,1:1B,1:1CR,1:1D-,2:1C+,2:1C,1:1D,1:1D+,1:0,0:0NA,1:1D
230741B,5,N,81,36,0:0NA,0:0NA,1:1A,1:1A,0:0NA,0:0NA,0:0NA,1:1B,0:0NA,0:0NA,0:0NA,1:1A,1:0,2:0,1:0,1:1A-,0:0NA,1:0,0:0NA,0:0NA,0:0NA,1:0
230741B,4,N,0,110,1:1A-,3:0,1:1B-,1:1A-,2:1B,3:0F,1:1A-,4:1B,0:0NA,0:0NA,0:0NA,0:0NA,1:1B+,1:1CR,1:1C,1:1B+,1:1A-,1:1B,2:1C+,1:1A-,0:0NA,1:0
230741B,4,N,6,116,3:0,1:1B,1:1A,2:1A,1:1B-,1:1B-,1:1B+,2:1A-,0:0NA,0:0NA,0:0NA,2:0,1:1A,1:1CR,1:1C+,1:1B-,1:1B,1:1B-,1:1A,1:1B+,0:0NA,1:1B
230741B,2,N,6,69,0:0NA,0:0NA,0:0NA,1:0,1:1C,0:0NA,1:0,1:1C,0:0NA,0:0NA,0:0NA,1:0,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230741B,16,N,12,113,2:1B,1:1B,1:1C,1:1A,1:1D,1:1C-,1:1A-,1:1C,0:0NA,0:0NA,0:0NA,1:1D+,1:1B,1:1CR,1:1B-,1:1B,1:1A-,1:1C+,1:1B-,1:1B,0:0NA,1:1C+
230741B,6,N,70,38,1:1B,1:1B,1:1B,1:1A,1:1C,1:1B,1:1A,2:1A,0:0NA,0:0NA,0:0NA,1:1B,1:1B,1:1CR,1:1D-,1:1B+,1:1C,1:1C,1:1C+,1:1C-,0:0NA,2:1C-
230741B,14,N,0,103,3:1C,1:1D,1:1B+,1:1A,1:1C,2:1D,1:1A,1:1B,0:0NA,0:0NA,0:0NA,1:1D,2:1B,2:1CR,1:1B-,1:1B,1:1C-,1:1C,3:0,2:0,0:0NA,2:0
230741B,11,N,0,114,1:1C,1:1C,1:1B+,1:1A,1:1B,1:1B,1:1B,1:1C,0:0NA,0:0NA,0:0NA,1:1A-,1:1A-,1:1CR,1:1C+,1:1B,1:1B-,1:1C,1:1B+,1:1A,0:0NA,1:1A-
230741B,14,N,126,66,1:1B,3:1A-,1:1A,0:0NA,1:1B,1:1C,1:1B+,0:0NA,0:0NA,0:0NA,0:0NA,1:1C,2:1B-,2:1CR,3:0,1:1A-,1:1C,1:1D+,1:1B,1:1A-,0:0NA,1:1C+
230741B,5,N,0,68,0:0NA,0:0NA,1:1C-,1:1B+,3:0F,1:0,1:1B,2:0F,1:0,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230741B,15,N,0,129,1:1D+,1:1C,1:1A-,1:1A,1:1D,2:0,1:1A-,1:1B-,0:0NA,0:0NA,0:0NA,1:1B,1:1B,1:1CR,1:1A,1:1B+,1:1B-,1:1C,1:0,1:1B,0:0NA,1:1C+
230741B,5,N,70,25,1:1C,1:1B,1:1B,1:1A,2:1A,1:1C+,3:0,1:1C,0:0NA,0:0NA,0:0NA,1:1B,1:1C,1:1CR,1:0,1:1B,0:0NA,1:1B-,1:1B,1:0,0:0NA,1:0
230741B,6,N,0,101,1:1C+,1:1D,1:1D,1:1B,3:1C,2:1C,1:1A-,3:1C+,2:1D+,0:0NA,0:0NA,0:0NA,1:0,1:0,1:0,1:0,0:0NA,2:0,0:0NA,0:0NA,0:0NA,0:0NA
230741B,8,N,31,93,1:1A,1:1B,1:1C,1:1A,1:1C,1:1B-,0:0NA,1:1B,1:1B-,0:0NA,0:0NA,0:0NA,1:1A,1:1CR,2:1B,1:1B,1:1B,1:1A,1:1C-,1:0,0:0NA,1:1B
230741B,12,N,21,50,0:0NA,0:0NA,1:1C,1:1B,1:1B,1:1C,1:1A-,0:0NA,0:0NA,0:0NA,0:0NA,1:0WU,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230741B,3,N,73,7,1:1C,1:1C,1:1A,1:1B,1:1A,1:1A,1:1A,1:1C,0:0NA,0:0NA,0:0NA,1:1C,1:1B+,1:1CR,0:0NA,1:0,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:0
230741B,2,N,0,115,2:0,1:1C+,2:1C+,3:1C,1:0,1:1C,1:1B,1:1C,0:0NA,0:0NA,0:0NA,1:1C,1:1A-,1:1CR,1:1A,1:1A-,1:1B,2:0,0:0NA,2:0,0:0NA,2:0
230741B,14,N,7,82,1:1D,2:1D,1:1C+,1:1B-,1:1D,1:1C-,1:1A-,4:1C,0:0NA,0:0NA,0:0NA,2:0F,0:0NA,1:0,0:0NA,0:0NA,0:0NA,0:0NA,1:1C-,0:0NA,0:0NA,0:0NA
230741B,17,N,0,124,1:1C-,1:1D,1:1C+,1:1B,1:1C,1:1C-,1:1B+,3:1C,0:0NA,0:0NA,0:0NA,2:0F,1:1A,3:0,1:1D,1:1B-,1:1B+,2:1C-,1:1D,1:0,0:0NA,1:1C
230741B,11,N,0,62,0:0NA,0:0NA,0:0NA,1:1A,1:0WU,0:0NA,1:0,1:1C,0:0NA,0:0NA,0:0NA,1:0F,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230741B,2,N,70,15,1:1B,1:1B,1:1B,1:1A,1:1B,1:1B,1:1A-,1:1B,0:0NA,0:0NA,0:0NA,1:1A,1:0,1:0,0:0NA,1:0,1:0,1:1B-,1:1C+,0:0NA,0:0NA,1:0
230741B,7,N,5,109,1:1D+,3:0,1:1C,1:1A,2:1B,1:1D,1:1C+,2:1C,0:0NA,0:0NA,0:0NA,1:1C+,1:1C,2:0,4:0,1:1C,2:0,1:1C-,1:1B,2:0,0:0NA,1:1C
230741B,8,N,23,91,2:1C-,2:0,2:1D+,1:1A,1:1C,1:1C,1:1B,2:1B,2:0,4:0,0:0NA,0:0NA,2:0,2:0,1:0,2:0,1:0,2:1C-,2:1D+,0:0NA,0:0NA,1:1C-
230741B,9,N,0,106,1:1C,1:1C,1:1A-,1:1A-,1:1B,1:1C,1:1B+,1:1C,0:0NA,0:0NA,0:0NA,1:1B-,1:1B,1:1CR,1:1B,1:1C,1:1B-,1:1C-,1:1B,1:0,0:0NA,1:1B-
230741B,11,N,50,39,1:1C,0:0NA,1:1B,1:1A,2:1D,4:0,2:0,4:0,0:0NA,0:0NA,0:0NA,1:1B,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230741B,10,N,70,68,1:1C,1:1C,1:1A,0:0NA,1:1B,1:1B,1:1C,1:1A,0:0NA,0:0NA,0:0NA,2:1B,1:1B,2:1CR,2:1C,1:1B-,1:1D,1:1D+,1:1C-,1:1B,0:0NA,1:1C
230741B,7,N,70,40,1:1C,1:1B,1:1C,1:1A,1:1B,1:1D-,1:1A,1:1C,0:0NA,0:0NA,0:0NA,1:1C,1:1C,1:1CR,2:0,1:1B-,1:1C-,1:1D-,1:1C-,1:0,0:0NA,2:0
230741B,12,N,6,99,1:1C,1:1C,1:1C,1:1C,2:0F,1:1C,1:1A,2:1C,1:0F,0:0NA,0:0NA,1:1B-,1:1B,1:1CR,1:1D,1:1B-,1:1C,0:0NA,1:0,1:0,0:0NA,1:0
230741B,5,N,0,102,2:0,0:0NA,1:1C-,1:1A,1:1C+,2:0,3:0,1:1B,1:1D-,2:1D+,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,2:0,0:0NA,0:0NA,0:0NA
230741B,13,N,9,95,1:1B,1:1B,1:1A-,1:1B+,1:1C-,1:1C,1:1A,2:1C,0:0NA,0:0NA,0:0NA,1:1D,1:1B,1:1CR,1:1C+,1:1A-,1:0,1:0,1:1C+,1:0,0:0NA,1:1A-
230741B,2,N,77,11,1:1A,1:1A,1:1A,1:1A,1:1A,1:1B-,1:1B,1:0,0:0NA,0:0NA,0:0NA,1:1A,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,2:0,0:0NA,0:0NA,0:0NA
230741B,6,N,70,41,1:1A,2:1A,1:1A,1:1A,1:1A-,1:1A,1:1A,1:1A-,1:1A,0:0NA,0:0NA,0:0NA,1:0,1:1CR,1:0,1:0,1:0,1:0,1:1B+,0:0NA,0:0NA,1:0
230741B,11,N,12,107,1:1C-,1:1A,1:1B,1:1A,1:1C,1:1A,1:1B+,1:1B+,1:1D+,0:0NA,0:0NA,0:0NA,1:1B-,2:1CR,1:1C,1:1C+,1:1C-,1:1C,1:1D,1:1A-,0:0NA,1:1C
230741B,6,N,0,98,1:1D,1:1B,1:1C,1:1B,1:1D+,1:1D-,1:1C+,1:1C,0:0NA,0:0NA,0:0NA,1:1D-,1:1B-,1:1CR,1:1C,1:1C+,1:1C,1:1D+,1:0,1:0,0:0NA,1:1C
230741B,10,N,11,124,1:1D+,1:1C-,2:1C-,1:1A-,2:1D-,1:1D,1:1A,1:1B-,1:0,2:0,0:0NA,1:1B,1:1B,2:1CR,3:0,1:1C+,1:1D,2:0,1:0,1:0,0:0NA,2:1C
230741B,4,N,68,13,1:0,0:0NA,1:1A,1:1B,1:1C,1:1C,1:1B,2:0,0:0NA,0:0NA,0:0NA,1:1B,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1C-,0:0NA,0:0NA,0:0NA
230741B,9,N,70,46,1:1B,1:1B,1:1A,5:0,1:1B,1:1B,1:1A,1:1C,0:0NA,0:0NA,0:0NA,1:1B,1:1B+,1:1CR,1:1C-,1:1A-,1:1C,1:1B-,1:1C,1:1B,0:0NA,1:1B-
230741B,2,N,90,10,1:0,0:0NA,3:0,1:0,4:1D,0:0NA,1:1C-,2:0,2:0,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230741B,3,N,76,6,1:1C,1:1B,1:1C,0:0NA,1:1B,1:1B,1:1B+,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230741B,13,N,0,105,1:1B,1:1C,1:1C,1:1B-,1:1D,1:1C+,0:0NA,2:1B-,0:0NA,0:0NA,0:0NA,1:1B+,2:1A-,2:0,1:0,2:0,2:1D,1:1C,1:0,1:0,0:0NA,1:1B-
230741B,3,N,70,16,1:1B,1:1C,1:1C,1:1B,1:1C,1:1B,2:1B,4:0,0:0NA,0:0NA,0:0NA,1:1C,1:0,2:0,1:0,1:0,0:0NA,0:0NA,1:1B,0:0NA,0:0NA,1:0
230741B,6,N,0,72,2:0,0:0NA,2:0,1:1A,1:1D,2:0F,1:1B-,2:1C+,0:0NA,0:0NA,0:0NA,2:1D,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230741B,4,N,63,18,0:0NA,0:0NA,1:1D,0:0NA,1:1C,1:1C,1:1A-,2:0,0:0NA,0:0NA,0:0NA,1:1C,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1C-,1:0,0:0NA,0:0NA,0:0NA
230741B,7,N,59,36,1:1B,1:1A,1:1B,1:1B,1:1B,1:1C,1:1A,1:1B+,0:0NA,0:0NA,0:0NA,1:1C,1:1C,1:1CR,1:1A-,2:0F,2:0F,1:1C,1:1A,1:0,0:0NA,1:1C-
230741B,19,N,0,110,2:1C-,2:1C,2:1C,1:1B,2:1D,1:1C,1:1B,1:1B,0:0NA,0:0NA,0:0NA,1:1A-,1:1A-,4:1CR,6:0,1:1C,1:1C,2:0F,1:1D,1:1C+,0:0NA,1:1C+
230741B,12,N,3,118,3:1C,2:1D+,1:1B,1:1A,1:1B,1:1D,1:1A-,1:1B,0:0NA,0:0NA,0:0NA,1:1B-,1:1C+,1:1CR,1:1C,2:1B,2:1B,1:1D,2:1C,2:0,0:0NA,1:1C
230741B,5,N,70,67,1:1C,0:0NA,1:1B,1:1B,1:1C,1:1C,0:0NA,1:1B,0:0NA,0:0NA,0:0NA,0:0NA,1:1B,4:0NC,2:1D+,2:1B,1:1C,1:1C-,0:0NA,0:0NA,0:0NA,3:0A-
230741B,6,N,0,93,2:1C-,1:1B,1:1C-,1:1A-,1:1C,1:1D,1:1B,1:1C,0:0NA,0:0NA,0:0NA,1:1D-,2:0,1:0,0:0NA,1:0,1:0,1:1D,4:0,0:0NA,0:0NA,1:0
230741B,2,N,76,27,1:1A,1:1A,1:1A,1:1B,1:1B,1:1B,1:1B,0:0NA,0:0NA,0:0NA,1:1C+,1:1A,1:1B+,1:1CR,1:0,1:1B+,1:0,1:0,1:1B-,0:0NA,0:0NA,1:1A
